id,name,address,market,submarket,sale_date,class,units,year_built,sf,avg_sf,sale_price,cap_rate,ppu,psf,buyer,seller,notes,lat,lng
121,Marquis Midtown District,"415 Armour Dr NE, Atlanta, GA 30324",Atlanta,Atlanta,2025-04-15,,372,2008.0,,,71250000.0,,191532.0,,Cortland,CWS Capital Partners,,33.81263036544,-84.373857412614
122,Block Lofts,"747 Ralph McGill Blvd NE, Atlanta, GA 30312",Atlanta,Atlanta,2025-03-15,,244,2005.0,,,69500000.0,,284836.0,,Ares,Carter-Haston,,33.766743351914,-84.362690623574
123,Grande Oaks,"100 Legacy Oaks Cir, Roswell, GA 30076",Atlanta,Roswell,2025-03-15,,270,1996.0,,,61921806.0,,229340.0,,McCann Realty/Sagard Real Estate,SREIT Grande Oaks/Strata Equity Group/Lone Star,,34.037716461744,-84.335745482577
124,Inman Quarter (Recap),"299 N Highland Ave NE, Atlanta, GA 30307",Atlanta,Atlanta,2025-03-15,,200,2015.0,,,97060741.0,,485304.0,,Jamestown,TriBridge,,33.762865127718,-84.358072547546
125,Avana TownPark,"3725 George Busbee Pkwy NW, Kennesaw, GA 30144",Atlanta,Kennesaw,2025-02-15,,300,1996.0,,,60750000.0,,202500.0,,Greystar,"Starwood Real Estate Income Trust, Inc.",,34.039355319091,-84.573970130675
126,Columbia Square Living,"1550 N El Centro Ave, Los Angeles, CA 90028",Los Angeles,Hollywood,2026-04-15,,200,2016.0,203800.0,1019.0,99000000.0,5.12,495000.0,486.0,Advanced Real Estate,Kilroy,,34.098929226459,-118.323656778851
127,Jardine,"6390 De Longpre Ave, Los Angeles, CA 90028",Los Angeles,Hollywood,2026-04-15,,193,2021.0,168875.0,875.0,103000000.0,4.45,533679.0,610.0,Advanced Real Estate,Kilroy,,34.096113848277,-118.328567938113
128,San Regis,"15454 Sherman Way, Van Nuys, CA 91406",Los Angeles,Van Nuys,2026-04-15,,390,1969.0,265200.0,680.0,69000000.0,,176923.0,260.0,Post Investment Group,Nuveen,,34.201006317482,-118.469550760461
129,Metro Mission Valley,"5080 Camino Del Arroyo, San Diego, CA 92108",San Diego,Mission Valley,2026-04-15,,305,2018.0,265960.0,787.0,148500000.0,4.8,486885.0,558.0,GID,R&V Management,,32.766493725593,-117.158286474591
130,Twin Towers Apartments,"15909 Vermont Ave, Paramount, CA 90723",Los Angeles,Paramount,2026-04-15,,153,1987.0,115362.0,754.0,40000000.0,5.81,261438.0,347.0,,Coastline Real Estate Investment,Renovated 2001,33.889048934964,-118.162802860735
131,Rollingwood Apartments,"1901 E Amar Rd, West Covina, CA 91792",Los Angeles,West Covina,2026-04-15,,169,1978.0,139932.0,828.0,48430000.0,,286568.0,346.0,,Harris Taylor,,34.0277126,-117.9049725
132,Axiom Westwood,"415 Gayley Ave, Los Angeles, CA 90024",Los Angeles,Westwood,2026-04-15,,153,1962.0,110619.0,723.0,62600000.0,,409150.0,566.0,Linda L & Jason Roostaeian,Raintree,,34.070288427669,-118.454440621979
133,Kendall Brook,"1200 Kendall Dr, San Bernardino, CA 92407",Inland Empire,San Bernardino,2026-04-15,,113,1986.0,80230.0,710.0,17200000.0,,152212.0,274.0,Spring Property Group,Sheila Young,"Cap rate noted as ""Mid 6% Stab.""",34.166575213558,-117.310338398443
134,Chelsea Apartments,"1318 2nd St, Santa Monica, CA 90401",Los Angeles,Santa Monica,2026-03-15,,53,2016.0,39450.0,631.0,33100000.0,5.53,624528.3018867924,839.0367553865652,1031 Private Investor,Kort Scott,,34.015905741245,-118.498353439997
135,Allure at Camarillo,"390 Paseo Camarillo, Camarillo, CA 93010",Ventura County,Camarillo,2026-03-15,,165,2003.0,145200.0,880.0,69500000.0,4.7,421212.0,479.0,Jackson Square Properties,Nuveen,,34.220946783028,-119.063628302387
136,The Hawthorne,"9174 Indiana Ave, Riverside, CA 92503",Inland Empire,Riverside,2026-03-15,,184,2023.0,160632.0,873.0,65250000.0,4.7,354620.0,406.0,Alliance | PCCP,Carlyle/Brandywine,,33.916890488774,-117.436473871097
137,Shift,"1501 Island Ave, San Diego, CA 92101",San Diego,East Village,2026-02-15,,368,2018.0,333408.0,906.0,134400000.0,4.78,365217.0,403.0,MG | Canyon Equity Partners,Quarterra/Lennar,,32.710383943532,-117.150287506517
138,Resort at Encinitas,"1320 Via Terrassa, Encinitas, CA 92024",San Diego,Encinitas,2026-02-15,,198,1986.0,203544.0,1028.0,110000000.0,4.9,555556.0,540.0,Fairfield,Interstate Equities,,33.047979798244,-117.264518830974
139,Sunrise Fountains,"2104 S Lewis St, Anaheim, CA 92802",Orange County,Anaheim,2026-02-15,,132,1989.0,105600.0,800.0,42750000.0,4.3,323864.0,405.0,Benedict Canyon Equities,Consensys,,33.796033378931,-117.897628913795
140,Tempo at Riverpark,"450 Forest Park Blvd, Oxnard, CA 93036",Ventura County,Oxnard,2026-01-15,,235,2016.0,224425.0,955.0,105000000.0,4.7,446809.0,468.0,Hines,Bascom Group,,34.242024876055,-119.173458410559
142,717 Olympic,"717 W Olympic Blvd, Los Angeles, CA 90015",Los Angeles,DTLA,2025-12-15,,151,2008.0,157342.0,1042.0,68800000.0,3.83,455629.0,437.0,APW Avenue Capital,Metlife Investment Management,,34.044555606442,-118.262965450564
143,Presidio at Rancho Del Oro,"4401 Mission Ave, Oceanside, CA 92057",San Diego,Oceanside,2025-12-15,,264,1987.0,243672.0,923.0,102500000.0,5.25,388258.0,421.0,Prime Residential,TruAmerica | Allstate | Eagle Realty,,33.229260343089,-117.305390754819
144,Grffis Platinum Triangle,"1912 S Jacaranda St, Anaheim, CA 92805",Orange County,Anaheim,2025-12-15,,332,2019.0,300792.0,906.0,152950000.0,4.57,460693.0,508.0,Griffis Residential,MORE | Stockbridge,,33.7987348,-117.8899916
145,Sorrel at Warner Center,"21021 Erwin St, Woodland Hills, CA 91367",Los Angeles,Warner Center,2025-12-15,,395,2015.0,422255.0,1069.0,156300000.0,4.8,395696.0,370.0,Waterton,Intercontinental/TruAmerica,,34.182838554839,-118.590847668074
146,Lumia,"850 N Azusa Ave, Azusa, CA 91702",Los Angeles,Azusa,2025-12-15,,127,2024.0,110109.0,867.0,53000000.0,,417323.0,481.0,Battaglia Inc.,Serrano Development Group,"Cap rate noted as ""Mid-4%""",34.136351901914,-117.907433222741
147,4252 Crenshaw,"4252 Crenshaw Blvd, Los Angeles, CA 90008",Los Angeles,Leimert Park,2025-12-15,,111,2020.0,39294.0,354.0,34300000.0,,309009.0,873.0,Foundation Permenent Housing Fund,Magnum Real Estate Group,,34.006759797542,-118.33462743475
148,SM Hollywood Studios,"1717 N Highland Ave, Los Angeles, CA 90028",Los Angeles,Hollywood,2025-12-15,,177,1927.0,45135.0,255.0,18550000.0,6.17,104802.0,411.0,SM Hollywood Studios LLC,Langdon Park Capital,,34.103329732887,-118.338770987945
149,Hills at Hacienda Heights,"2401 S Hacienda Blvd, Hacienda Heights, CA 91745",Los Angeles,San Gabriel Valley,2025-11-15,,350,1971.0,322000.0,920.0,107000000.0,,305714.0,332.0,Eagle Real Estate | Red Stone,MG Properties,Renovated 2012,33.992033109263,-117.968807449261
150,Springbrook Park Apartments,"1100 N Orange St, Riverside, CA 92501",Inland Empire,Northside,2025-10-15,,120,1971.0,114720.0,956.0,27300000.0,4.95,227500.0,238.0,Stanley Ning,Nancy Steinberg,,34.006556837212,-117.356294513685
151,The View,"3460 W 7th St, Los Angeles, CA 90005",Los Angeles,Koreatown,2025-10-15,,168,1965.0,147000.0,875.0,52075000.0,5.8,309970.0,354.0,Concord Capital,"BGO, MWest",Renovated 2013,34.059654850799,-118.302254458069
152,Eleve Lofts,"200 E Broadway, Glendale, CA 91205",Los Angeles,Glendale,2025-10-15,,208,2013.0,113984.0,548.0,76000000.0,5.1,365385.0,667.0,Confidential,EQR,,34.146237041214,-118.253728509892
153,The Cove at West Covina,"1829 E Workman Ave, West Covina, CA 91791",Los Angeles,Covina,2025-10-15,,138,1962.0,129996.0,942.0,41000000.0,5.35,297101.0,315.0,Advanced Real Estate,Langdon Park Capital,,34.075555418032,-117.906534919944
154,El Centro (Leasehold),"6200 Hollywood Blvd, Los Angeles, CA 90028",Los Angeles,Hollywood,2025-10-15,,507,2018.0,411684.0,812.0,155575000.0,,306854.0,378.0,Big4 Properties | Madison Intl.,DLJ Real Estate,"Cap rate noted as ""Mid-5%""",34.101575580763,-118.325242424715
155,Azusa Gardens,"601 E 8th St, Azusa, CA 91702",Los Angeles,Azusa,2025-10-15,,112,1987.0,105840.0,945.0,29300000.0,5.0,261607.0,277.0,TriWest Development,Choe Family Trust,,34.135434202785,-117.900721876824
156,Las Positas,"352 Townsite Promenade, Camarillo, CA 93010",Ventura County,Camarillo,2025-10-15,,213,2019.0,215343.0,1011.0,109875000.0,4.43,515845.0,510.0,AMLI Residential,MG Properties,,34.221746248905,-119.080246793472
157,Sofi at Topanga Canyon,"9733 Topanga Canyon Blvd, Chatsworth, CA 91311",Los Angeles,Chatsworth,2025-10-15,,119,2009.0,125783.0,1057.0,44000000.0,,369748.0,350.0,Amoroso Companies,Pacific Urban Investors,"Cap rate noted as ""High-4%""",34.24799538711,-118.60639734912
158,The Parker Apartments,"4640 Arden Way, El Monte, CA 91731",Los Angeles,El Monte,2025-10-15,,177,1963.0,112218.0,634.0,46675000.0,,263701.0,416.0,Belveron Partners,"Uhon, Inc.","Renovated 2018; Cap rate noted as ""High-5%""",34.089948726931,-118.041748473901
159,Runway Living,"12760 W Millennium Dr, Playa Vista, CA 90094",Los Angeles,Playa Vista,2025-09-15,,420,2015.0,384720.0,916.0,268700000.0,4.62,639762.0,698.0,Hines,Invesco | NPS,,33.97572401825,-118.416753236742
160,Emerald South Park,"215 W 14th St, Los Angeles, CA 90015",Los Angeles,DTLA,2025-09-15,,154,2023.0,111342.0,723.0,50500000.0,5.4,327922.0,454.0,HACLA,JADE Enterprises,,34.036226976831,-118.263548718134
161,Rise Hollywood,"1331 N Cahuenga Blvd, Los Angeles, CA 90028",Los Angeles,Hollywood,2025-09-15,,369,2021.0,283023.0,767.0,159000000.0,,430894.0,562.0,AEW,Encore | Blackstone,"Cap rate noted as ""Low-5%""",34.095262398994,-118.328926642252
162,The Square Apartments,"12535 Brookshire Ave, Downey, CA 90242",Los Angeles,Downey,2025-09-15,,112,1965.0,114688.0,1024.0,37600000.0,,335714.0,328.0,The Bascom Group,"B.A.G. Investments, Inc",Renovated 2003,33.921059142614,-118.142903311612
163,University Village (Student Housing Conversion),"901 E Alosta Ave, Azusa, CA 91702",Los Angeles,Azusa,2025-09-15,,320,1985.0,249600.0,780.0,91750000.0,,286719.0,368.0,Legacy/PGIM,Azusa Pacific University,"Cap rate noted as ""Mid-5%""",34.128826411044,-117.888227650264
164,Canyon Villa Apartments,"601 Telegraph Canyon Rd, Chula Vista, CA 91910",San Diego,Chula Vista,2025-09-15,,183,1981.0,178974.0,978.0,73750000.0,4.5,403005.0,412.0,Post Investment Group,MG Properties,,32.627995334347,-117.036626192988
165,Esplanade (Leasehold),"11711 Collett Ave, Riverside, CA 92505",Inland Empire,Riverside,2025-09-15,,588,2004.0,547428.0,931.0,166500000.0,5.3,283163.0,304.0,Abacus,Sequoia,,33.906027608203,-117.494252068185
166,Fountain View Apartments,"3640 Los Feliz Blvd, Los Angeles, CA 90027",Los Angeles,Los Feliz,2025-08-15,,122,1954.0,102236.0,838.0,33750000.0,,276639.0,330.0,Wilshire Capital Partners,Fountain View Apartments,Renovated 2022,34.115864993772,-118.272722155517
167,Cypress Point,"1241 Cypress Point Ln, Ventura, CA 93003",Ventura County,Ventura,2025-08-15,,268,1990.0,235840.0,880.0,100000000.0,4.54,373134.0,424.0,Raintree Partners,The Towbes Group,,34.26333545709,-119.215604168788
168,Fusion Encore,"1714 N McCadden Pl, Los Angeles, CA 90028",Los Angeles,Hollywood,2025-08-15,,218,2010.0,186172.0,854.0,73900000.0,4.2,338991.0,397.0,The Lighthouse Group,New York Life,Renovated 2018,34.101827045318,-118.337351611654
169,Venue at Orange,"1610 Orange Ave, Redlands, CA 92373",Inland Empire,Redlands,2025-07-15,,328,2023.0,309632.0,944.0,148400000.0,4.5,452439.0,479.0,Sentinel Real Estate,LuxView Properties,,34.052047381342,-117.209101103219
170,10th & G,"707 10th Ave, San Diego, CA 92101",San Diego,East Village,2025-07-15,,207,2010.0,110745.0,535.0,71000000.0,4.85,342995.0,641.0,Lowe,JPM,,32.712715440301,-117.155512003802
171,AMLI Warner Center,"21200 Kittridge St, Woodland Hills, CA 91303",Los Angeles,Warner Center,2025-07-15,,522,2006.0,460592.0,882.0,190500000.0,5.22,364943.0,414.0,Waterton,AMLI Residential,,34.191153853029,-118.594109606527
172,Ontario Town Square Townhomes,"380 E Bluebird Privado, Ontario, CA 91764",Inland Empire,Ontario,2025-07-15,,140,2009.0,209160.0,1494.0,60500000.0,5.2,432143.0,289.0,Green Leaf,MG Properties,,34.064327629327,-117.647290799607
173,The Langham,"715 S Normandie Ave, Los Angeles, CA 90005",Los Angeles,Koreatown,2025-07-15,,181,1927.0,132210.0,540.0,26100000.0,8.22,144199.0,197.0,Concord Capital Partners,The Seligman Group,Renovated 2014,34.059450513893,-118.299874922413
174,Park Wilshire,"2424 Wilshire Blvd, Los Angeles, CA 90057",Los Angeles,MacArthur Park,2025-07-15,,170,1924.0,96050.0,565.0,25000000.0,,147059.0,260.0,Concord Capital Partners,Midwood Investment & Development,Renovated 2004,34.059725323261,-118.279838918716
175,Villa Del Mar (Leasehold),"13999 Marquesas Way, Marina Del Rey, CA 90292",Los Angeles,Marina Del Rey,2025-07-15,,198,1972.0,244134.0,1233.0,62000000.0,10.47,313131.0,254.0,Whittier Trust/Woodridge Capital,Far West Management,,33.976518,-118.454351
176,Folia,"12520 Camino Del Sur, San Diego, CA 92129",San Diego,Rancho Penasquitos,2025-06-15,,342,2025.0,375516.0,1098.0,238000000.0,,695906.0,634.0,Property Reserve,Holland/Invesco,"Cap rate noted as ""Mid-4% Stab.""",32.9806119,-117.1572854
177,Chase Knolls,"13401 Riverside Dr, Sherman Oaks, CA 91423",Los Angeles,Sherman Oaks,2025-06-15,,401,1948.0,337642.0,842.0,129000000.0,,321696.0,382.0,JRK,Waterton,"Renovated 2022; Cap rate noted as ""Mid-5%""",34.157671438418,-118.425130566926
178,Overlook Point,"1616 Guy St, San Diego, CA 92103",San Diego,Midtown,2025-06-15,,121,1963.0,41624.0,344.0,31100000.0,,257025.0,747.0,Prospect Sd Overlook LLC,Viewpoint Equities,,32.743815471669,-117.178331395421
179,Novo,"1940 Fullerton Rd, Rowland Heights, CA 91748",Los Angeles,Rowland Heights,2025-06-15,,126,1974.0,104202.0,827.0,38300000.0,,303968.0,368.0,Community Housing Works,Stratford Partners,,33.984278680937,-117.90752880345
180,Candlewood North,"9830 Reseda Blvd, Northridge, CA 91324",Los Angeles,Northridge,2025-06-15,,189,1964.0,170856.0,904.0,51100000.0,,270370.0,299.0,Post Investment Group,Waterton,,34.249318434775,-118.536024932526
181,Citron Apartments,"901 E South St, Anaheim, CA 92805",Orange County,Anaheim,2025-06-15,,314,2023.0,283542.0,903.0,144440000.0,4.75,460000.0,509.0,MG Properties,Anton Development,,33.82877842323,-117.902254093284
182,Santa Fe Ranch,"3402 Calle Odessa, Carlsbad, CA 92009",San Diego,Carlsbad,2025-04-15,,320,1987.0,274560.0,858.0,138750000.0,4.65,433594.0,505.0,Bridge Investment Group,Nuveen,,33.078030639992,-117.234421287673
183,Skyline at MacArthur Place (Condo Conversion),"1 MacArthur Pl, Santa Ana, CA 92707",Orange County,Santa Ana,2025-04-15,,350,2008.0,541450.0,1547.0,239600000.0,4.3,684571.0,443.0,Crescent Heights,Essex Property Trust,,33.700156458075,-117.867933035491
184,Creekside Alta Loma,"10757 Lemon Ave, Rancho Cucamonga, CA 91737",Inland Empire,Rancho Cucamonga,2025-04-15,,290,1989.0,257230.0,887.0,90000000.0,5.08,310345.0,350.0,Livcor,Nuveen,,34.139655800387,-117.57030652802
185,Terraza Hills,"425 E Bradley Ave, El Cajon, CA 92021",San Diego,El Cajon,2025-03-15,,200,1976.0,168400.0,842.0,45000000.0,6.0,225000.0,267.0,Sunstone Property Trust,Don Swanson,Renovated 2000,32.81905892057,-116.954372928926
186,Gateway Villas,"290 N Hudson Ave, Pasadena, CA 91101",Los Angeles,Pasadena,2025-03-15,,140,2002.0,134540.0,961.0,60000000.0,3.7,428571.0,446.0,Hines,Washington Capital,,34.150727043656,-118.134587323689
187,Elevate at Towngate,"13400 Elsworth St, Moreno Valley, CA 92553",Inland Empire,Moreno Valley,2025-03-15,,227,1973.0,202938.0,894.0,41000000.0,6.25,180617.0,202.0,FPA,NSE/Brixton,,33.925645383479,-117.269972251018
188,Palm Chaparral,"38441 5th St W, Palmdale, CA 93551",Los Angeles,Palmdale,2025-03-15,,296,1987.0,213712.0,722.0,71000000.0,6.98,239865.0,332.0,Post Investment Group,George Brock,,34.580089954571,-118.138562993472
189,Genessee Park,"3710 Boyd Ave, San Diego, CA 92111",San Diego,Clairemont,2025-02-15,,192,1984.0,200256.0,1043.0,67900000.0,3.0,353646.0,339.0,American Assets Trust,Scott Management Company,,32.81088723272,-117.177590899637
190,Highridge,"28125 Peacock Ridge Dr, Rancho Palos Verdes, CA 90275",Los Angeles,Rancho Palos Verdes,2025-02-15,,257,1972.0,297349.0,1157.0,127000000.0,5.19,494163.0,427.0,"Bascom, Pacific Life",Essex Property Trust,,33.776118399968,-118.382006536335
191,Park 12,"100 Park Plz, San Diego, CA 92101",San Diego,East Village,2025-02-15,,718,2018.0,692152.0,964.0,309000000.0,4.9,430362.0,446.0,MG Properties,Greystar,,32.706815,-117.1542339
192,Teresina Apartments,"1250 Santa Cora Ave, Chula Vista, CA 91913",San Diego,Otay Ranch,2025-01-15,,440,2000.0,430760.0,979.0,183000000.0,5.0,415909.0,425.0,Nuveen,Equity Residential,,32.630922143694,-116.985624147709
193,Rancho Vista Apartments (Leasehold),"3200 E Jurupa St, Ontario, CA 91761",Inland Empire,Ontario,2025-01-15,,125,1984.0,127750.0,1022.0,46275000.0,,370200.0,362.0,Convenient Holdings,Clear Capital,"Cap rate noted as ""High 4%""",34.048239475753,-117.581635874897
194,G12 (loan assumption),"1200 S Grand Ave, Los Angeles, CA 90015",Los Angeles,DTLA,2025-01-15,,347,2017.0,230408.0,664.0,122491000.0,5.0,353000.0,532.0,Waterton,Affinius Capital,,34.040056722189,-118.26328789418
195,La Vista Apartments,"740 S Western Ave, Santa Maria, CA 93458",Santa Barbara,Santa Maria,2024-12-15,,460,1979.0,296700.0,645.0,116000000.0,5.2,252174.0,391.0,Westview Capital,Kennedy Wilson,Renovated 2011,34.945446555693,-120.449399221149
196,The Clarendon Apartments,"22121 Clarendon St, Woodland Hills, CA 91367",Los Angeles,Woodland Hills,2024-12-15,,335,2020.0,294800.0,880.0,141900000.0,,423582.0,481.0,HACLA,AMCAL,,34.169695447565,-118.608237371223
197,Candela,"1745 N Gramercy Pl, Los Angeles, CA 90028",Los Angeles,Hollywood,2024-12-15,,112,1973.0,85344.0,762.0,35490000.0,5.5,316875.0,416.0,Brookfield / CityView,Raintree Partners,,34.102508133007,-118.3123265462
198,Simone,"1401 Union St, San Diego, CA 92101",San Diego,Little Italy,2024-12-15,,395,2023.0,316213.0,801.0,283000000.0,4.65,716456.0,895.0,Blackrock | NY Common,TCR | Pac Life | AAA Mgmt.,,32.719939534568,-117.165528996002
199,The Royce,"3301 Michelson Dr, Irvine, CA 92612",Orange County,Irvine,2024-12-15,,520,2018.0,404560.0,778.0,247500000.0,4.2,475962.0,612.0,Metlife | NY Common,Invesco,,33.671075538147,-117.84490221262
200,Vista Imperio,"5880 Lochmoor Dr, Riverside, CA 92507",Inland Empire,Riverside,2024-12-15,,158,2004.0,136038.0,861.0,49850000.0,4.9,315506.0,366.0,Western National Group,LivCor,,33.944849210648,-117.30082840295
201,Seventh & G,"677 Seventh Ave, San Diego, CA 92101",San Diego,Gaslamp,2024-12-15,,145,2006.0,99325.0,685.0,53000000.0,4.85,365517.0,534.0,Pacific Urban Residential,JP Morgan,,32.712309908607,-117.158251703121
202,Sixth & G,"655 Sixth Ave, San Diego, CA 92101",San Diego,Gaslamp,2024-12-15,,106,2008.0,82044.0,774.0,44500000.0,4.85,419811.0,542.0,Pacific Urban Residential,JP Morgan,,32.712088206711,-117.159153248794
203,The Marquee Apartment Homes,"5001 Lankershim Blvd, North Hollywood, CA 91601",Los Angeles,North Hollywood,2024-11-15,,236,1965.0,144432.0,612.0,44000000.0,,186441.0,305.0,Post Investment Group,MG Properties,Renovated 2010,34.160696364166,-118.372163591009
204,Market Street Village (Affordable Conversion),"699 14th St, San Diego, CA 92101",San Diego,East Village,2024-11-15,,229,2006.0,174727.0,763.0,82200000.0,4.5,358952.0,470.0,Community Solutions,EQR,,32.712562956338,-117.151874821573
205,Presidio Villas,"115 Taylor St, Vista, CA 92084",San Diego,Vista,2024-11-15,,100,1986.0,94700.0,947.0,14800000.0,,148000.0,156.0,George Doan,Frandsen Family Trust,,33.229286534513,-117.247579244966
206,Preserve at Melrose,"1401 N Melrose Dr, Vista, CA 92083",San Diego,Vista,2024-11-15,,410,2015.0,403850.0,985.0,185000000.0,4.9,451220.0,458.0,Mesirow,MG Properties,,33.215618136658,-117.256085372011
207,Westbrook,"4680 Mitchell Ave, Riverside, CA 92505",Inland Empire,Riverside,2024-11-15,,56,2023.0,45008.0,804.0,18585000.0,4.5,331875.0,412.9265908282972,-,-,,33.919116862369,-117.482943738839
208,Skye Apartments,"501 W Bobier Dr, Vista, CA 92083",San Diego,Vista,2024-11-15,,290,2016.0,273760.0,944.0,125750000.0,5.0,433621.0,459.0,MG Properties,Northwestern Mutual,,33.221261197078,-117.253686688765
209,The Avalyn,"1774 Metro Ave, Chula Vista, CA 91915",San Diego,Otay Ranch,2024-10-15,,480,,498509.0,1039.0,210000000.0,4.9,437500.0,421.0,Blackstone,Met Life/All State/Ryan Co.,,32.616633863997,-116.965762450531
210,10401-10559 Edison Way,"10401 Edison Way, North Hollywood, CA 91601",Los Angeles,North Hollywood,2024-10-15,,126,1945.0,112644.0,894.0,18200000.0,,144444.0,162.0,LAApartments.Biz,Douglas Apartments,,34.180102438838,-118.358972477076
211,Sofi Ventura,"1776 Buena Vista St, Ventura, CA 93001",Ventura County,Ventura,2024-10-15,,255,1976.0,197115.0,773.0,88000000.0,5.0,345098.0,446.0,Tom Redren & Associates,Pacific Urban Investors,,34.285353840753,-119.274100212176
212,Horizon,"1551 W Edinger Ave, Santa Ana, CA 92704",Orange County,Santa Ana,2024-10-15,,406,1972.0,326424.0,804.0,129200000.0,5.45,318227.0,396.0,Ethos/Bridge,Bascom/AEW,,33.727246456182,-117.889108289305
213,Eastown (Leasehold),"6201 Hollywood Blvd, Los Angeles, CA 90028",Los Angeles,Hollywood,2024-09-15,,535,2014.0,411950.0,770.0,190981000.0,6.11,356974.0,464.0,FPA Multifamily,DLJ Real Estate,,34.101691438832,-118.324550989202
214,Las Palmas,"2598 Associated Rd, Fullerton, CA 92835",Orange County,Fullerton,2024-09-15,,259,1982.0,231337.0,855.0,40000000.0,,154440.0,173.0,Borstein Enterprises,Marshall Ketchum University,,33.895485153793,-117.885008759478
215,Marquessa,"2235 Treehouse Ln, Corona, CA 92879",Inland Empire,Corona,2024-09-15,,336,1992.0,298704.0,889.0,91000000.0,4.75,270000.0,305.0,Fairfield,Capitaland,,33.891970974489,-117.521978091965
216,Ashton,"2178 Stoneridge Dr, Corona, CA 92879",Inland Empire,Corona,2024-09-15,,492,1986.0,418200.0,850.0,136500000.0,5.1,277439.0,326.0,Abacus,Capitaland,,33.892377960838,-117.523947626352
217,Deerwood,"2215 E Lakeside Pl, Corona, CA 92879",Inland Empire,Corona,2024-09-15,,316,1992.0,336856.0,1066.0,100000000.0,5.15,315000.0,297.0,Fairfield,Capitaland,,33.893656362081,-117.521865814678
218,Broadstone Balboa Park,"3288 5th Ave, San Diego, CA 92103",San Diego,Banker's Hill,2024-09-15,,100,2015.0,77700.0,777.0,51000000.0,4.3,510000.0,656.0,Avalon Bay,Clarion Partners,,32.73960302015,-117.160427214278
220,High Desert Villas,"13351 Mariposa Rd, Victorville, CA 92395",Inland Empire,Victorville,2024-08-15,,232,1989.0,197053.0,849.0,34800000.0,5.7,150000.0,177.0,Investment Concepts,Strata,,34.492885008784,-117.330105998938
221,Wakaba Apartments (2024 sale),"232 E 2nd St, Los Angeles, CA 90012",Los Angeles,DTLA,2024-08-15,,240,2016.0,200432.0,835.0,86100000.0,5.23,358750.0,430.0,FPA Multifamily,J.P. Morgan,,34.049907871062,-118.242857042369
222,The Arbors,"1100 Fairhaven Ave, Santa Ana, CA 92705",Orange County,Santa Ana,2024-08-15,,160,1969.0,122720.0,767.0,40750000.0,5.25,254688.0,332.0,Post Investment Group,Robert & Cathleen Brett,,33.77325685775,-117.855796472969
223,ALX,"300 14th St, San Diego, CA 92101",San Diego,East Village,2024-07-15,,313,2017.0,246644.0,788.0,136000000.0,4.4,434505.0,551.0,Virtu Investments,UBS,,32.708427477786,-117.151950428109
224,Millennium PQ,"14433 Penasquitos Dr, San Diego, CA 92129",San Diego,I-15 Corridor,2024-07-15,,331,2023.0,288724.0,872.0,166824000.0,4.7,504000.0,578.0,GID,Dinerstein,,32.978051956042,-117.091046306797
225,Rancho Hills,"856 Heatherwood Lane, Vista, CA 92081",San Diego,Vista,2024-07-15,,148,1986.0,119140.0,805.0,53500000.0,5.41,361486.0,449.0,Gelt,Nuveen,,33.163907063003,-117.223580519355
226,Luma,"1440 Columbia St. San Diego, CA 92101",San Diego,Little Italy,2024-06-15,,220,2019.0,202620.0,921.0,135000000.0,4.14,613636.0,666.0,KKR,Quarterra,,32.720311893094,-117.167463563714
227,Marisol,"3251 Marisol Pl, Carlsbad, CA 92010",San Diego,Carlsbad,2024-06-15,,278,2018.0,282726.0,1017.0,151510000.0,4.75,545000.0,536.0,KKR,Quarterra,,33.1802647,-117.302774
228,CORE,"1815 S Westside Dr, Anaheim, CA 92805",Orange County,Anaheim,2024-06-15,,400,2018.0,363200.0,908.0,180000000.0,5.25,450000.0,496.0,KKR,Quarterra,,33.801509333734,-117.894822822678
229,Hue North Hollywood,"5077 Lankershim Blvd, North Hollywood, CA 91601",Los Angeles,North Hollywood,2024-06-15,,156,2015.0,123084.0,789.0,62100000.0,5.7,398077.0,505.0,Prime,AvalonBay Communities,,34.16260551171,-118.373321540005
230,The Ranch at Moorpark,"51 Majestic Ct, Moorpark, CA 93021",Ventura County,Moorpark,2024-04-15,,370,1986.0,328560.0,888.0,136900000.0,5.5,370000.0,417.0,AEW,Decron Properties,,34.276525451683,-118.880725531927
231,VEDA,"4735 Sepulveda Blvd, Sherman Oaks, CA 91403",Los Angeles,Sherman Oaks,2024-04-15,,236,1988.0,223256.0,946.0,72500000.0,4.8,307203.0,325.0,Abacus Capital Group,Alliance Residential Company/ Stockbridge,Renovated 2018,34.156795878493,-118.4662223077
232,888 Hope,"888 S Hope St, Los Angeles, CA 90017",Los Angeles,DTLA,2024-03-15,,525,2018.0,431550.0,822.0,186000000.0,4.64,354286.0,431.0,FPA Multifamily,CIM Group,,34.045201890916,-118.260204317513
233,Pulse Millenia,"2043 Artisan Wy, Chula Vista, CA 91915",San Diego,Otay Ranch,2024-02-15,,273,2016.0,264810.0,970.0,116000000.0,5.25,424908.0,438.0,MG Properties,Northwestern Mutual Life,,32.619653232041,-116.964366516418
234,Regency Palms Apartments,"6762 Warner Ave, Huntington Beach, CA 92647",Orange County,Huntington Beach,2024-01-15,,310,1969.0,252340.0,814.0,127000000.0,4.25,409677.0,503.0,A&M Properties,EQR,,33.71539587284,-118.010934727979
